code,local_code,name,iso_country
MX-TLA,TLA,Tlaxcala,MX
MX-VER,VER,Veracruz,MX
MX-YUC,YUC,Yucatán,MX
MX-ZAC,ZAC,Zacatecas,MX
MY-01,1,Johor,MY
MY-02,2,Kedah,MY
MY-03,3,Kelantan,MY
MY-04,4,Melaka,MY
MY-05,5,Negeri Sembilan,MY
MY-06,6,Pahang,MY
MY-07,7,Pulau Pinang,MY
MY-08,8,Perak,MY
MY-09,9,Perlis,MY
MY-10,10,Selangor,MY
MY-11,11,Terengganu,MY
MY-12,12,Sabah,MY
MY-13,13,Sarawak,MY
MY-14,14,Wilayah Persekutuan Kuala Lumpur,MY
MY-15,15,Wilayah Persekutuan Labuan,MY
MY-16,16,Wilayah Persekutuan Putrajaya,MY
MZ-A,A,Niassa Province,MZ
MZ-B,B,Manica Province,MZ
MZ-G,G,Gaza Province,MZ
MZ-I,I,Inhambane Province,MZ
MZ-L,L,Maputo Province,MZ
MZ-MPM,MPM,Maputo (city),MZ
MZ-N,N,Nampula Province,MZ
MZ-P,P,Cabo Delgado Province,MZ
MZ-Q,Q,Zambezia Province,MZ
MZ-S,S,Sofala Province,MZ
MZ-T,T,Tete Province,MZ
NA-CA,CA,Zambezi Region,NA
NA-ER,ER,Erongo Region,NA
NA-HA,HA,Hardap Region,NA
NA-KA,KA,ǁKaras Region,NA
NA-KE,KE,Kavango East Region,NA
NA-KH,KH,Khomas Region,NA
NA-KU,KU,Kunene Region,NA
NA-KW,KW,Kavango West Region,NA
NA-OD,OD,Otjozondjupa Region,NA
NA-OH,OH,Omaheke Region,NA
NA-ON,ON,Oshana Region,NA
NA-OS,OS,Omusati Region,NA
NA-OT,OT,Oshikoto Region,NA
NA-OW,OW,Ohangwena Region,NA
NE-1,1,Agadez Region,NE
NE-2,2,Diffa Region,NE
NE-3,3,Dosso Region,NE
NE-4,4,Maradi Region,NE
NE-5,5,Tahoua Region,NE
NE-6,6,Tillabéri Region,NE
NE-7,7,Zinder Region,NE
NE-8,8,Niamey Capital District,NE
NG-AB,AB,Abia,NG
NG-AD,AD,Adamawa,NG
NG-AK,AK,Akwa Ibom,NG
NG-AN,AN,Anambra,NG
NG-BA,BA,Bauchi,NG
NG-BE,BE,Benue,NG
NG-BO,BO,Borno,NG
NG-BY,BY,Bayelsa,NG
NG-CR,CR,Cross River,NG
NG-DE,DE,Delta,NG
NG-EB,EB,Ebonyi,NG
NG-ED,ED,Edo,NG
NG-EK,EK,Ekiti,NG
NG-EN,EN,Enugu,NG
NG-FC,FC,Abuja Capital Territory,NG
NG-GO,GO,Gombe,NG
NG-IM,IM,Imo,NG
NG-JI,JI,Jigawa,NG
NG-KD,KD,Kaduna,NG
NG-KE,KE,Kebbi,NG
NG-KN,KN,Kano,NG
NG-KO,KO,Kogi,NG
NG-KT,KT,Katsina,NG
NG-KW,KW,Kwara,NG
NG-LA,LA,Lagos,NG
NG-NA,NA,Nassarawa,NG
NG-NI,NI,Niger,NG
NG-OG,OG,Ogun,NG
NG-ON,ON,Ondo,NG
NG-OS,OS,Osun,NG
NG-OY,OY,Oyo,NG
NG-PL,PL,Plateau,NG
NG-RI,RI,Rivers,NG
NG-SO,SO,Sokoto,NG
NG-TA,TA,Taraba,NG
NG-YO,YO,Yobe,NG
NG-ZA,ZA,Zamfara,NG
NI-AN,AN,Atlantico Norte,NI
NI-AS,AS,Atlantico Sur,NI
NI-BO,BO,Boaco,NI
NI-CA,CA,Carazo,NI
NI-CI,CI,Chinandega,NI
NI-CO,CO,Chontales,NI
NI-ES,ES,Esteli,NI
NI-GR,GR,Grenada,NI
NI-JI,JI,Jinotega,NI
NI-LE,LE,Leon,NI
NI-MD,MD,Madriz,NI
NI-MN,MN,Managua,NI
NI-MS,MS,Masaya,NI
NI-MT,MT,Matagalpa,NI
NI-NS,NS,Nueva Segovia,NI
NI-RI,RI,Rivas,NI
NI-SJ,SJ,Rio San Juan,NI
NL-DR,DR,Drente,NL
NL-FL,FL,Flevoland,NL
NL-FR,FR,Friesland,NL
NL-GE,GE,Gelderland,NL
NL-GR,GR,Groningen,NL
NL-LI,LI,Limburg,NL
NL-NB,NB,Noord-Brabant,NL
NL-NH,NH,Noord-Holland,NL
NL-OV,OV,Overijssel,NL
NL-UT,UT,Utrecht,NL
NL-ZH,ZH,Zuid-Holland,NL
NL-ZL,ZL,Zeeland,NL
NO-03,3,Oslo,NO
NO-11,11,Rogaland,NO
NO-15,15,Møre og Romsdal,NO
NO-18,18,Nordland,NO
NO-21,21,Svalbard,NO
NO-22,22,Jan Mayen,NO
NO-30,30,Viken,NO
NO-34,34,Innlandet,NO
NO-38,38,Vestfold og Telemark,NO
NO-42,42,Agder,NO
NO-46,46,Vestland,NO
NO-50,50,Trøndelag,NO
NO-54,54,Troms og Finnmark,NO
NO-XX,XX,*Offshore Oil Platforms,NO
NP-BA,BA,Bagmati,NP
NP-BH,BH,Bheri,NP
NP-DH,DH,Dhawalagiri,NP
NP-GA,GA,Gandaki,NP
NP-JA,JA,Janakpur,NP
NP-KA,KA,Karnali,NP
NP-KO,KO,Kosi,NP
NP-LU,LU,Lumbini,NP
NP-MA,MA,Mahakali,NP
NP-ME,ME,Mechi,NP
NP-NA,NA,Narayani,NP
NP-RA,RA,Rapti,NP
NP-SA,SA,Sagarmatha,NP
NP-SE,SE,Seti,NP
NR-01,1,Aiwo,NR
NR-02,2,Anabar,NR
NR-03,3,Anetan,NR
NR-04,4,Anibare,NR
NR-05,5,Baiti,NR
NR-06,6,Boe,NR
NR-07,7,Buada,NR
NR-08,8,Denigomodu,NR
NR-09,9,Ewa,NR
NR-10,10,Ijuw,NR
NR-11,11,Meneng,NR
NR-12,12,Nibok,NR
NR-13,13,Uaboe,NR
NR-14,14,Yaren,NR
NZ-AUK,AUK,Auckland Region,NZ
NZ-BOP,BOP,Bay of Plenty Region,NZ
NZ-CAN,CAN,Canterbury Region,NZ
NZ-GIS,GIS,Gisborne Region,NZ
NZ-HKB,HKB,Hawke's Bay Region,NZ
NZ-MBH,MBH,Marlborough Region,NZ
NZ-MWT,MWT,Manawatu-Wanganui Region,NZ
NZ-NSN,NSN,Nelson Region,NZ
NZ-NTL,NTL,Northland Region,NZ
NZ-OTA,OTA,Otago Region,NZ
NZ-STL,STL,Southland Region,NZ
NZ-TAS,TAS,Tasman Region,NZ
NZ-TKI,TKI,Taranaki Region,NZ
NZ-WGN,WGN,Wellington Region,NZ
NZ-WKO,WKO,Waikato Region,NZ
NZ-WTC,WTC,West Coast Region,NZ
OM-BA,BA,Al Batinah Governorate,OM
OM-BU,BU,Al Buraimi Governorate,OM
OM-DA,DA,Ad Dakhillyah Governorate,OM
OM-MA,MA,Masqat Governorate,OM
OM-MU,MU,Musandam Governorate,OM
OM-SH,SH,Ash Sharqlyah Governorate,OM
OM-WU,WU,Al Wusta Governorate,OM
OM-ZA,ZA,Az Zahirah Governorate,OM
OM-ZU,ZU,Dhofar Governorate,OM
PA-1,1,Bocas del Toro Province,PA
PA-10,10,Panamá Oeste Province,PA
PA-2,2,Coclé Province,PA
PA-3,3,Colón Province,PA
PA-4,4,Chiriquí Province,PA
PA-5,5,Darién Province,PA
PA-6,6,Herrera Province,PA
PA-7,7,Los Santos Province,PA
PA-8,8,Panamá Province,PA
PA-9,9,Veraguas Province,PA
PA-EM,EM,Emberá Indigenous Region,PA
PA-KY,KY,Kuna Yala Indigenous Region,PA
PA-NB,NB,Ngäbe-Buglé Indigenous Region,PA
PE-AMA,AMA,Amazonas Region,PE
PE-ANC,ANC,Ancash Region,PE
PE-APU,APU,Apurímac Region,PE
PE-ARE,ARE,Arequipa Region,PE
PE-AYA,AYA,Ayacucho Region,PE
PE-CAJ,CAJ,Cajamarca Region,PE
PE-CAL,CAL,El Callao Region,PE
PE-CUS,CUS,Cuzco Region,PE
PE-HUC,HUC,Huánuco Region,PE
PE-HUV,HUV,Huancavelica Region,PE
PE-ICA,ICA,Ica Region,PE
PE-JUN,JUN,Junín Region,PE
PE-LAL,LAL,La Libertad Region,PE
PE-LAM,LAM,Lambayeque Region,PE
PE-LIM,LIM,Lima Region,PE
PE-LOR,LOR,Loreto Region,PE
PE-MDD,MDD,Madre de Dios Region,PE
PE-MOQ,MOQ,Moquegua Region,PE
PE-PAS,PAS,Pasco Region,PE
PE-PIU,PIU,Piura Region,PE
PE-PUN,PUN,Puno Region,PE
PE-SAM,SAM,San Martín Region,PE
PE-TAC,TAC,Tacna Region,PE
PE-TUM,TUM,Tumbes Region,PE
PE-UCA,UCA,Ucayali Region,PE
PG-CPK,CPK,Chimbu Province,PG
PG-CPM,CPM,Central Province,PG
PG-EBR,EBR,East New Britain Province,PG
PG-EHG,EHG,Eastern Highlands Province,PG
PG-EPW,EPW,Enga Province,PG
PG-ESW,ESW,East Sepik Province,PG
PG-GPK,GPK,Gulf Province,PG
PG-HE,HE,Hela Province,PG
PG-JI,JI,Jiwaka Province,PG
PG-MBA,MBA,Milne Bay Province,PG
PG-MPL,MPL,Morobe Province,PG
PG-MPM,MPM,Madang Province,PG
PG-MRL,MRL,Manus Province,PG
PG-NCD,NCD,National Capital District (Port Moresby),PG
PG-NIK,NIK,New Ireland Province,PG
PG-NPP,NPP,Northern Province,PG
PG-NSB,NSB,Autonomous Region of Bougainville,PG
PG-SAN,SAN,Sandaun Province,PG
PG-SHM,SHM,Southern Highlands Province,PG
PG-WBK,WBK,West New Britain Province,PG
PG-WHM,WHM,Western Highlands Province,PG
PG-WPD,WPD,Western Province,PG
PH-00,0,Metropolitan Manila,PH
PH-ABR,ABR,Abra Province,PH
PH-AGN,AGN,Agusan del Norte Province,PH
PH-AGS,AGS,Agusan del Sur Province,PH
PH-AKL,AKL,Aklan Province,PH
PH-ALB,ALB,Albay Province,PH
PH-ANT,ANT,Antique Province,PH
PH-APA,APA,Apayao Province,PH
PH-AUR,AUR,Aurora Province,PH
PH-BAN,BAN,Bataan Province,PH
PH-BAS,BAS,Basilan Province,PH
PH-BEN,BEN,Benguet Province,PH
PH-BIL,BIL,Biliran Province,PH
PH-BOH,BOH,Bohol Province,PH
PH-BTG,BTG,Batangas Province,PH
PH-BTN,BTN,Batanes Province,PH
PH-BUK,BUK,Bukidnon Province,PH
PH-BUL,BUL,Bulacan Province,PH
PH-CAG,CAG,Cagayan Province,PH
PH-CAM,CAM,Camiguin Province,PH
PH-CAN,CAN,Camarines Norte Province,PH
PH-CAP,CAP,Capiz Province,PH
PH-CAS,CAS,Camarines Sur Province,PH
PH-CAT,CAT,Catanduanes Province,PH
PH-CAV,CAV,Cavite Province,PH
PH-CEB,CEB,Cebu Province,PH
PH-COM,COM,Davao de Oro Province,PH
PH-DAO,DAO,Davao Oriental Province,PH
PH-DAS,DAS,Davao del Sur Province,PH
PH-DAV,DAV,Davao del Norte Province,PH
PH-DIN,DIN,Dinagat Islands Province,PH
PH-DVO,DVO,Davao Occidental Province,PH
PH-EAS,EAS,Eastern Samar Province,PH
PH-GUI,GUI,Guimaras Province,PH
PH-IFU,IFU,Ifugao Province,PH
PH-ILI,ILI,Iloilo Province,PH
PH-ILN,ILN,Ilocos Norte Province,PH
PH-ILS,ILS,Ilocos Sur Province,PH
PH-ISA,ISA,Isabela Province,PH
PH-KAL,KAL,Kalinga Province,PH
PH-LAG,LAG,Laguna Province,PH
PH-LAN,LAN,Lanao del Norte Province,PH
PH-LAS,LAS,Lanao del Sur Province,PH
PH-LEY,LEY,Leyte Province,PH
PH-LUN,LUN,La Union Province,PH
PH-MAD,MAD,Marinduque Province,PH
PH-MAG,MAG,Maguindanao Province,PH
PH-MAS,MAS,Masbate Province,PH
PH-MDC,MDC,Occidental Mindoro Province,PH
PH-MDR,MDR,Oriental Mindoro Province,PH
PH-MOU,MOU,Mountain Province,PH
PH-MSC,MSC,Misamis Occidental Province,PH
PH-MSR,MSR,Misamis Oriental Province,PH
PH-NCO,NCO,Cotabato Province,PH
PH-NEC,NEC,Negros Occidental Province,PH
PH-NER,NER,Negros Oriental Province,PH
PH-NSA,NSA,Northern Samar Province,PH
PH-NUE,NUE,Nueva Ecija Province,PH
PH-NUV,NUV,Nueva Vizcaya Province,PH
PH-PAM,PAM,Pampanga Province,PH
PH-PAN,PAN,Pangasinan Province,PH
PH-PLW,PLW,Palawan Province,PH
PH-QUE,QUE,Quezon Province,PH
PH-QUI,QUI,Quirino Province,PH
PH-RIZ,RIZ,Rizal Province,PH
PH-ROM,ROM,Romblon Province,PH
PH-SAR,SAR,Sarangani Province,PH
PH-SCO,SCO,South Cotabato Province,PH
PH-SIG,SIG,Siquijor Province,PH
PH-SLE,SLE,Southern Leyte Province,PH
PH-SLU,SLU,Sulu Province,PH
PH-SOR,SOR,Sorsogon Province,PH
PH-SUK,SUK,Sultan Kudarat Province,PH
PH-SUN,SUN,Surigao del Norte Province,PH
PH-SUR,SUR,Surigao del Sur Province,PH
PH-TAR,TAR,Tarlac Province,PH
PH-TAW,TAW,Tawi-Tawi Province,PH
PH-WSA,WSA,Samar Province,PH
PH-ZAN,ZAN,Zamboanga del Norte Province,PH
PH-ZAS,ZAS,Zamboanga del Sur Province,PH
PH-ZMB,ZMB,Zambales Province,PH
PH-ZSI,ZSI,Zamboanga Sibiguey Province,PH
PK-BA,BA,Balochistan,PK
PK-GB,GB,Gilgit-Baltistan,PK
PK-IS,IS,Islamabad Capital Territory,PK
PK-JK,JK,Azad Jammu and Kashmir,PK
PK-KP,KP,Khyber Pakhtunkhwa,PK
PK-PB,PB,Punjab,PK
PK-SD,SD,Sindh,PK
PL-DS,DS,Lower Silesian Voivodeship,PL
PL-KP,KP,Kuyavian-Pomeranian Voivodeship,PL
PL-LB,LB,Lubusz Voivodeship,PL
PL-LD,LD,Łódź Voivodeship,PL
PL-LU,LU,Lublin Voivodeship,PL
PL-MA,MA,Lesser Poland Voivodeship,PL
PL-MZ,MZ,Masovian Voivodeship,PL
PL-OP,OP,Opole Voivodeship,PL
PL-PD,PD,Podlaskie Voivodeship,PL
PL-PK,PK,Subcarpathian Voivodeship,PL
PL-PM,PM,Pomeranian Voivodeship,PL
PL-SK,SK,Świętokrzyskie Voivodeship,PL
PL-SL,SL,Silesian Voivodeship,PL
PL-WN,WN,Warmian-Masurian Voivodeship,PL
PL-WP,WP,Greater Poland Voivodeship,PL
PL-ZP,ZP,West Pomeranian Voivodeship,PL
PM-ML,ML,Miquelon-Langlade,PM
PM-SP,SP,Saint-Pierre,PM
PS-BTH,BTH,Bethlehem Governorate,PS
PS-DEB,DEB,Deir al-Balah Governorate,PS
PS-GZA,GZA,Gaza Governorate,PS
PS-JEM,JEM,Jerusalem Governorate,PS
PS-JEN,JEN,Jenin Governorate,PS
PS-JRH,JRH,Jerico Governorate,PS
PS-KYS,KYS,Khan Yunis Governorate,PS
PS-NBS,NBS,Nablus Governorate,PS
PS-NGZ,NGZ,North Gaza Governorate,PS
PS-QQA,QQA,Qalqilya Governorate,PS
PS-RBH,RBH,Ramallah and al-Bireh Governorate,PS
PS-RFH,RFH,Rafah Governorate,PS
PS-SLT,SLT,Salfit Governorate,PS
PS-TBS,TBS,Tubas Governorate,PS
PS-TKM,TKM,Tulkarm Governorate,PS
PT-01,1,Aveiro District,PT
PT-02,2,Beja District,PT
PT-03,3,Braga District,PT
PT-04,4,Bragança District,PT
PT-05,5,Castelo Branco District,PT
PT-06,6,Coimbra District,PT
PT-07,7,Évora District,PT
PT-08,8,Faro District,PT
PT-09,9,Guarda District,PT
PT-10,10,Leiria District,PT
PT-11,11,Lisbon District,PT
PT-12,12,Portalegre District,PT
PT-13,13,Oporto District,PT
PT-14,14,Santarém District,PT
PT-15,15,Setúbal District,PT
PT-16,16,Viana do Castelo District,PT
PT-17,17,Vila Real District,PT
PT-18,18,Viseu District,PT
PT-20,20,Autonomous Region of Azores,PT
PT-30,30,Autonomous Region of Madeira,PT
PW-002,2,Aimeliik,PW
PW-004,4,Airai,PW
PW-010,10,Angaur,PW
PW-050,50,Hatobohei,PW
PW-100,100,Kayangel,PW
PW-150,150,Koror,PW
PW-212,212,Melekeok,PW
PW-214,214,Ngaraard,PW
PW-218,218,Ngarchelong,PW
PW-222,222,Ngardmau,PW
PW-224,224,Ngatpang,PW
PW-226,226,Ngchesar,PW
PW-227,227,Ngeremlengui,PW
PW-228,228,Ngiwal,PW
PW-350,350,Peleliu,PW
PW-370,370,Sonsorol,PW
PY-1,1,Concepción Department,PY
PY-10,10,Alto Paraná Department,PY
PY-11,11,Central Department,PY
PY-12,12,Ñeembucú Department,PY
PY-13,13,Amambay Department,PY
PY-14,14,Canindeyú Department,PY
PY-15,15,Presidente Hayes Department,PY
PY-16,16,Alto Paraguay Department,PY
PY-19,19,Boquerón Department,PY
PY-2,2,San Pedro Department,PY
PY-3,3,Cordillera Department,PY
PY-4,4,Guairá Department,PY
PY-5,5,Caaguazú Department,PY
PY-6,6,Caazapá Department,PY
PY-7,7,Itapúa Department,PY
PY-8,8,Misiones Department,PY
PY-9,9,Paraguarí Department,PY
PY-ASU,ASU,Asunción Capital District,PY
QA-DA,DA,Ad-Dawhah Municipality,QA
QA-JU,JU,Al Jumayliyah Municipality,QA
QA-KH,KH,Al Khor Municipality,QA
QA-MS,MS,Al Shamal Municipality,QA
QA-RA,RA,Al Rayyan Municipality,QA
QA-SH,SH,Al-Shahaniya Municipality,QA
QA-US,US,Umm Salal Municipality,QA
QA-WA,WA,Al Wakrah Municipality,QA
QA-ZA,ZA,Al Daayen Municipality,QA
RO-AB,AB,Alba County,RO
RO-AG,AG,Argeş County,RO
RO-AR,AR,Arad County,RO
RO-B,B,Bucharest (municipality),RO
RO-BC,BC,Bacău County,RO
RO-BH,BH,Bihor County,RO
RO-BN,BN,Bistriţa-Năsăud County,RO
RO-BR,BR,Brăila County,RO
RO-BT,BT,Botoşani County,RO
RO-BV,BV,Braşov County,RO
RO-BZ,BZ,Buzău County,RO
RO-CJ,CJ,Cluj County,RO
RO-CL,CL,Călăraşi County,RO
RO-CS,CS,Caras-Severin County,RO
RO-CT,CT,Constanţa County,RO
RO-CV,CV,Covasna County,RO
RO-DB,DB,Dâmboviţa County,RO
RO-DJ,DJ,Dolj County,RO
RO-GJ,GJ,Gorj County,RO
RO-GL,GL,Galaţi County,RO
RO-GR,GR,Giurgiu County,RO
RO-HD,HD,Hunedoara County,RO
RO-HR,HR,Harghita County,RO
RO-IF,IF,Ilfov County,RO
RO-IL,IL,Ialomiţa County,RO
RO-IS,IS,Iaşi County,RO
RO-MH,MH,Mehedinţi County,RO
RO-MM,MM,Maramureş County,RO
RO-MS,MS,Mureş County,RO
RO-NT,NT,Neamţ County,RO
RO-OT,OT,Olt County,RO
RO-PH,PH,Prahova County,RO
RO-SB,SB,Sibiu County,RO
RO-SJ,SJ,Sălaj County,RO
RO-SM,SM,Satu Mare County,RO
RO-SV,SV,Suceava County,RO
RO-TL,TL,Tulcea County,RO
RO-TM,TM,Timiş County,RO
RO-TR,TR,Teleorman County,RO
RO-VL,VL,Vâlcea County,RO
RO-VN,VN,Vrancea County,RO
RO-VS,VS,Vaslui County,RO
RS-00,0,Beograd (city),RS
RS-01,1,North Bačka District,RS
RS-02,2,Central Banat District,RS
RS-03,3,North Banat District,RS
RS-04,4,South Banat District,RS
RS-05,5,West Bačka District,RS
RS-06,6,South Bačka District,RS
RS-07,7,Srem District,RS
RS-08,8,Mačva District,RS
RS-09,9,Kolubara District,RS
RS-10,10,Podunavlje District,RS
RS-11,11,Braničevo District,RS
RS-12,12,Šumadija District,RS
RS-13,13,Pomoravlje District,RS
RS-14,14,Bor District,RS
RS-15,15,Zaječar District,RS
RS-16,16,Zlatibor District,RS
RS-17,17,Moravica District,RS
RS-18,18,Raška District,RS
RS-19,19,Rasina District,RS
RS-20,20,Nišava District,RS
RS-21,21,Toplica District,RS
RS-22,22,Pirot District,RS
RS-23,23,Jablanica District,RS
RS-24,24,Pčinja District,RS
RU-AD,AD,Republic of Adygea,RU
RU-AL,AL,Altai Republic,RU
RU-ALT,ALT,Altai Krai,RU
RU-AMU,AMU,Amur Oblast,RU
RU-ARK,ARK,Arkhangelsk Oblast,RU
RU-AST,AST,Astrakhan Oblast,RU
RU-BA,BA,Republic of Bashkortostan,RU
RU-BEL,BEL,Belgorod Oblast,RU
RU-BRY,BRY,Bryansk Oblast,RU
RU-BU,BU,Republic of Buryat,RU
RU-CE,CE,Chechen Republic,RU
RU-CHE,CHE,Chelyabinsk Oblast,RU
RU-CHI,CHI,Zabaykalsky Krai,RU
RU-CHU,CHU,Chukotka Autonomous Okrug,RU
RU-CU,CU,Chuvash Republic,RU
RU-DA,DA,Republic of Dagestan,RU
RU-IN,IN,Republic of Ingushetia,RU
RU-IRK,IRK,Irkutsk Oblast,RU
RU-IVA,IVA,Ivanovo Oblast,RU
RU-KAM,KAM,Kamchatka Krai,RU
RU-KB,KB,Kabardino-Balkar Republic,RU
RU-KC,KC,Karachay-Cherkess Republic,RU
RU-KDA,KDA,Krasnodar Krai,RU
RU-KEM,KEM,Kemerovo Oblast,RU
RU-KGD,KGD,Kaliningrad Oblast,RU
RU-KGN,KGN,Kurgan Oblast,RU
RU-KHA,KHA,Khabarovsk Krai,RU
RU-KHM,KHM,Khanty-Mansi Autonomous Okrug,RU
RU-KIR,KIR,Kirov Oblast,RU
RU-KK,KK,Republic of Khakassia,RU
RU-KL,KL,Republic of Kalmykia,RU
RU-KLU,KLU,Kaluga Oblast,RU
RU-KO,KO,Komi Republic,RU
RU-KOS,KOS,Kostroma Oblast,RU
RU-KR,KR,Republic of Karelia,RU
RU-KRS,KRS,Kursk Oblast,RU
RU-KYA,KYA,Krasnoyarsk Krai,RU
RU-LEN,LEN,Leningrad Oblast,RU
RU-LIP,LIP,Lipetsk Oblast,RU
RU-MAG,MAG,Magadan Oblast,RU
RU-ME,ME,Mari El Republic,RU
RU-MO,MO,Republic of Mordovia,RU
RU-MOS,MOS,Moscow Oblast,RU
RU-MOW,MOW,Moscow (city),RU
RU-MUR,MUR,Murmansk Oblast,RU
RU-NEN,NEN,Nenets Autonomous Okrug,RU
RU-NGR,NGR,Novgorod Oblast,RU
RU-NIZ,NIZ,Nizhny Novgorod Oblast,RU
RU-NVS,NVS,Novosibirsk Oblast,RU
RU-OMS,OMS,Omsk Oblast,RU
RU-ORE,ORE,Orenburg Oblast,RU
RU-ORL,ORL,Oryol Oblast,RU
RU-PER,PER,Perm Krai,RU
RU-PNZ,PNZ,Penza Oblast,RU
RU-PRI,PRI,Primorsky Krai,RU
RU-PSK,PSK,Pskov Oblast,RU
RU-ROS,ROS,Rostov Oblast,RU
RU-RYA,RYA,Ryazan Oblast,RU
RU-SA,SA,Sakha (Yakutia) Republic,RU
RU-SAK,SAK,Sakhalin Oblast,RU
RU-SAM,SAM,Samara Oblast,RU
RU-SAR,SAR,Saratov Oblast,RU
RU-SE,SE,Republic of North Ossetia-Alania,RU
RU-SMO,SMO,Smolensk Oblast,RU
RU-SPE,SPE,Saint Petersburg (city),RU
RU-STA,STA,Stavropol Krai,RU
RU-SVE,SVE,Sverdlovsk Oblast,RU
RU-TA,TA,Republic of Tatarstan,RU
RU-TAM,TAM,Tambov Oblast,RU
RU-TOM,TOM,Tomsk Oblast,RU
RU-TUL,TUL,Tula Oblast,RU
RU-TVE,TVE,Tver Oblast,RU
RU-TY,TY,Tuva Republic,RU
RU-TYU,TYU,Tyumen Oblast,RU
RU-UD,UD,Udmurt Republic,RU
RU-ULY,ULY,Ulyanovsk Oblast,RU
RU-UOB,UOB,Ust-Orda Buryat Autonomous Okrug,RU
RU-VGG,VGG,Volgograd Oblast,RU
RU-VLA,VLA,Vladimir Oblast,RU
RU-VLG,VLG,Vologda Oblast,RU
RU-VOR,VOR,Voronezh Oblast,RU
RU-YAN,YAN,Yamalo-Nenets Autonomous Okrug,RU
RU-YAR,YAR,Yaroslavl Oblast,RU
RU-YEV,YEV,Jewish Autonomous Oblast,RU
RW-01,1,Kigali Province,RW
RW-02,2,Eastern Province,RW
RW-03,3,Northern Province,RW
RW-04,4,Western Province,RW
RW-05,5,Southern Province,RW
RW-B,B,Gitarama,RW
RW-C,C,Butare,RW
RW-D,D,Gikongoro,RW
RW-E,E,Cyangugu,RW
RW-F,F,Kibuye,RW
RW-G,G,Gisenyi,RW
RW-H,H,Ruhengeri,RW
RW-I,I,Byumba,RW
RW-J,J,Kibungo,RW
RW-K,K,Kigali-Rural Kigali y' Icyaro,RW
RW-L,L,Kigali-Ville Kigali Ngari,RW
RW-M,M,Mutara,RW
SA-01,1,Riyadh Region,SA
SA-02,2,Makkah Region,SA
SA-03,3,Al Madinah Region,SA
SA-04,4,Ash Sharqiyah Region,SA
SA-05,5,Al Qasim Region,SA
SA-06,6,Ha'il Region,SA
SA-07,7,Tabuk Region,SA
SA-08,8,The Northern Border Region,SA
SA-09,9,Jlzan Region,SA
SA-10,10,Najran Region,SA
SA-11,11,Al Batah Region,SA
SA-12,12,Al Jawf Region,SA
SA-14,14,Asir Region,SA
SB-CE,CE,Central Province,SB
SB-CH,CH,Choiseul Province,SB
SB-CT,CT,Capital Territory (Honiara),SB
SB-GU,GU,Guadalcanal Province,SB
SB-IS,IS,Isabel Province,SB
SB-MK,MK,Makira-Ulawa Province,SB
SB-ML,ML,Malaita Province,SB
SB-RB,RB,Rennell and Bellona Province,SB
SB-TE,TE,Temotu Province,SB
SB-WE,WE,Western Province,SB
SC-01,1,Anse aux Pins,SC
SC-02,2,Anse Boileau,SC
SC-03,3,Anse Étoile,SC
SC-04,4,Anse Louis,SC
SC-05,5,Anse Royale,SC
SC-06,6,Baie Lazare,SC
SC-07,7,Baie Sainte Anne,SC
SC-08,8,Beau Vallon,SC
SC-09,9,Bel Air,SC
SC-10,10,Bel Ombre,SC
SC-11,11,Cascade,SC
SC-12,12,Glacis,SC
SC-13,13,Grand' Anse (Mahé),SC
SC-14,14,Grand' Anse (Praslin),SC
SC-15,15,La Digue,SC
SC-16,16,La Rivière Anglaise,SC
SC-17,17,Mont Buxton,SC
SC-18,18,Mont Fleuri,SC
SC-19,19,Plaisance,SC
SC-20,20,Pointe La Rue,SC
SC-21,21,Port Glaud,SC
SC-22,22,Saint Louis,SC
SC-23,23,Takamaka,SC
SD-01,1,Northern State,SD
SD-02,2,North Darfur State,SD
SD-03,3,Khartoum State,SD
SD-04,4,River Nile State,SD
SD-05,5,Kassala State,SD
SD-06,6,Al Qadarif State,SD
SD-07,7,Al Jazirah State,SD
SD-08,8,White Nile State,SD
SD-09,9,North Kurdufan State,SD
SD-10,10,West Kurdufan State,SD
SD-11,11,South Darfur State,SD
SD-12,12,West Darfur State,SD
SD-13,13,South Kurdufan State,SD
SD-24,24,Blue Nile State,SD
SD-25,25,Sennar State,SD
SD-26,26,Red Sea State,SD
SD-DC,DC,Central Darfur State,SD
SD-DE,DE,East Darfur State,SD
SE-AB,AB,Stockholms län,SE
SE-AC,AC,Västerbottens län,SE
SE-BD,BD,Norrbottena län,SE
SE-C,C,Uppsala län,SE
SE-D,D,Södermanlands län,SE
SE-E,E,Östergötlands län,SE
SE-F,F,Jönköpings län,SE
SE-G,G,Kronoberge län,SE
SE-H,H,Kalmar län,SE
SE-I,I,Gotlands län,SE
SE-K,K,Blekinge län,SE
SE-M,M,Skåne län,SE
SE-N,N,Hallands län,SE
SE-Q,Q,Västra Götalands län,SE
SE-S,S,Värmlanda län,SE
SE-T,T,Örebro län,SE
SE-U,U,Västmanlanda län,SE
SE-W,W,Dalarnas län,SE
SE-X,X,Gävleborge län,SE
SE-Y,Y,Västernorrlands län,SE
SE-Z,Z,Jämtlande län,SE
SG-01,1,Central Singapore,SG
SG-02,2,North East,SG
SG-03,3,North West,SG
SG-04,4,South East,SG
SG-05,5,South West,SG
SH-AC,AC,Ascension,SH
